id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,HubName,HubDist
"3210200395",8/22/2014,279900,"3",1,"1280","12928",1.5,false,NONE,Average,6 Low Average,"1280","0.0","1942",0,"98023",47.3215,-122.399,"1610","19467","6692",2.11668683249632
"8658303065",5/19/2014,307000,"3",1,"1370","7500",1,,NONE,Average,7 Average,"1370","0.0","1960",0,"98014",47.6499,-121.915,"1160","7500","6601",0.507131707371676
"4046601010",10/23/2014,399950,"3",1.75,"2450","15001",1,false,NONE,Average,7 Average,"1980","470.0","1989",0,"98014",47.6957,-121.913,"1790","15323","6601",3.67126956020058
"526059183",8/1/2014,405000,"4",2.25,"1970","15743",1,false,NONE,Average,7 Average,"1370","600.0","1962",0,"98011",47.7673,-122.202,"2390","11336","6977",1.99200362765978
"5056500210",10/7/2014,539950,"4",2.75,"2910","9000",1,false,NONE,Good,8 Good,"2130","780.0","1966",,"98006",47.544,-122.176,"1970","9000","7224",0.477249965657366
"6146600175",11/7/2014,129000,"2",1,"760","5240",1,false,NONE,Average,6 Low Average,"760","0.0","1949",0,"98032",47.388,-122.234,"980","5080","6866",0.244433043216989
"6057700120",9/17/2014,340000,"3",1.75,"1270","8422",1,false,NONE,Average,7 Average,"1270","0.0","1967",,"98011",47.7601,-122.197,"1470","8500","6977",1.44737582417674
"8651442060",6/11/2014,214950,"3",1.75,"1570","4875",1,false,NONE,Good,7 Average,"1310","260.0","1977",0,"98042",47.3621,-122.094,"1380","5200","6063",0.713075843957978
"7129301445",6/25/2014,450000,"4",2.75,"2310","5650",1,false,AVERAGE,Average,8 Good,"1330","980.0","1952",,"98118",47.513,-122.252,"2300","5650","6219",1.70356458305284
"7881500330",3/4/2015,515000,"3",1.75,"1900","5000",1,false,NONE,Good,7 Average,"950","950.0","1925",0,"98106",47.5677,-122.363,"1420","5000","6772",1.32112180877823
"1336800880",8/22/2014,1400000,"4",2.25,"3780","5160",2,false,NONE,Good,9 Better,"2510","1270.0","1907",0,"98112",47.6275,-122.308,"2740","5160","7227",0.375869131199592
"7147600220",6/26/2014,230000,"3",1,"1060","9946",1,false,NONE,Good,7 Average,"1060","0.0","1956",0,"98188",47.4432,-122.282,"1310","10619","6124",0.554264653344175
"2600030210",7/7/2014,681000,"3",1.75,"1880","10032",1,false,NONE,Good,8 Good,"1880","0.0","1984",,"98006",47.5527,-122.16,"2430","9732","6628",1.44445102961447
"6303400150",9/29/2014,255000,"3",1,"1160","8636",1,false,,Average,6 Low Average,"1160",?,"1923",0,"98146",47.5097,-122.357,"1300","8636","6047",0.719249451917545
"9136103136",3/13/2015,580000,"2",1,"860","4013",1,false,NONE,Average,7 Average,"860","0.0","1925",,"98103",47.6652,-122.338,"1490","4013","5676",0.53589360350543
"8898700880",3/17/2015,295000,"2",2,"1590","8000",1,false,NONE,Average,7 Average,"910","680.0","1984",0,"98055",47.459,-122.205,"1590","8364","6937",0.326243087332921
"4318200360",7/30/2014,286000,"2",1,"1170","6543",1,false,NONE,Average,7 Average,"1170","0.0","1913",0,"98136",47.537,-122.385,"1550","7225","6214",1.00765799146489
"6798100610",1/8/2015,425000,"3",1.5,"1190","8100",1,false,NONE,Average,7 Average,"830","360.0","1947",0,"98125",47.7146,-122.311,"1256","8100","7170",0.908207230123612
"7466900220",12/12/2014,170000,"2",1,"1300","11400",1,false,NONE,Average,7 Average,"1300","0.0","1961",0,"98003",47.3459,-122.299,"1360","9750","6399",1.20979377054347
"7435500085",5/28/2014,380000,"3",2,"1660","8281",1,false,NONE,Average,7 Average,"1660","0.0","1949",,"98136",47.5568,-122.382,"1660","7559","6772",1.18405954694926
"7977200995",5/6/2015,506000,"3",2,"1160","6120",1,false,NONE,Average,7 Average,"1160","0.0","1947",0,"98115",47.6853,-122.293,"1150","5100","6260",0.221145604483251
"1862900360",9/22/2014,315000,"3",2.5,"1950","9618",2,false,NONE,Average,7 Average,"1950","0.0","1992",0,"98031",47.4068,-122.18,"1890","7133","6854",1.03946056134535
"7852040210",6/17/2014,449950,"4",2.5,"2470","3811",2,,NONE,Average,8 Good,"2470","0.0","1999",0,"98065",47.5362,-121.877,"2400","4266","6116",2.65307680782841
"3343901961",3/31/2015,255000,"3",1,"1430","12420",1,,NONE,Average,7 Average,"1430","0.0","1964",,"98056",47.5116,-122.191,"1900","10350","6827",0.53342512038989
"3874010220",6/24/2014,289000,"3",2.5,"1970","9607",2,false,NONE,Average,7 Average,"1090","880.0","1988",0,"98001",47.3462,-122.286,"2020","9608","6608",1.1405805063257
"2724069103",8/28/2014,389000,"3",1.75,"1400","10018",1,,NONE,Good,7 Average,"1400","0.0","1962",0,"98027",47.5327,-122.032,"1350","9300","5777",0.587469542952452
"1520069052",7/21/2014,327000,"3",1.5,"1510","344124",1,false,AVERAGE,Good,7 Average,"1510","0.0","1964",0,"98022",47.2156,-122.029,"1750","169884","5515",2.20288424717539
"5316101075",9/26/2014,2890000,"7",3,"5350","14400",2.5,false,NONE,Good,10 Very Good,"5020","330.0","1910",0,"98112",47.6295,-122.285,"3050","7469","7227",1.06951436587781
"8113100150",7/14/2014,210000,"3",1,"920","6612",1,false,NONE,Average,6 Low Average,"920","0.0","1948",0,"98118",47.548,-122.284,"1860","8424","5893",0.12541949964167
"3459900230",11/25/2014,1680000,"4",3.75,"7620","29536",2,false,GOOD,Average,11 Excellent,"5980","1640.0","2005",0,"98006",47.5571,-122.14,"2840","20809","6628",1.42917398709535
"3955900150",12/29/2014,360000,"4",2.5,"2490","4751",2,false,NONE,Average,7 Average,"2490","0.0","2001",0,"98056",47.4813,-122.188,"2510","5233","6827",1.696708050012
"7701960210",4/27/2015,875000,"4",2.5,"3030","16000",2,false,NONE,Average,11 Excellent,"3030","0.0","1990",0,"98077",47.7125,-122.081,"3670","16641","6336",2.30133365914488
"686450210",11/4/2014,550000,"4",2.25,"1650","7200",1,false,NONE,Average,8 Good,"1650","0.0","1967",0,"98008",47.6384,-122.116,"2180","7950","5720",1.42322640071967
"3451000442",7/17/2014,257500,"3",1.5,"1210","12500",1,false,NONE,Average,7 Average,"1210","0.0","1962",,"98146",47.503,-122.351,"1210","12500","6047",0.222402796944223
"5700003221",12/10/2014,1080000,"4",2.75,"2990","7389",1.5,false,NONE,Good,8 Good,"2090","900.0","1923",0,"98144",47.5711,-122.284,"2510","6157","5893",1.70100783074002
"8651402700",10/28/2014,202950,"2",1,"1060","5144",1,false,NONE,Very Good,6 Low Average,"1060","0.0","1969",0,"98042",47.3613,-122.088,"1130","5200","6063",0.428263670304426
"3526039101",10/30/2014,622000,"4",1.75,"2680","6120",1,false,NONE,Very Good,8 Good,"1340","1340.0","1959",,"98117",47.6965,-122.393,"2320","6840","5141",0.705632736256487
"1136100072",2/13/2015,455000,"4",1.75,"1790","45738",1,,NONE,Average,8 Good,"1410","380.0","1976",,"98072",47.7453,-122.129,"1870","47480","6704",1.64439385887163
"2050100210",11/17/2014,805000,"3",2.5,"2690","17461",2,false,GOOD,Average,10 Very Good,"2690","0.0","1997",0,"98074",47.654,-122.088,"3610","16887","5531",1.58284458424388
"9141100210",9/8/2014,257000,"2",1,"770","9497",1,false,NONE,Average,6 Low Average,"770","0.0","1950",0,"98133",47.7407,-122.351,"1550","7532","5894",2.08080393155246
"1153000150",6/25/2014,744500,"5",2.5,"2700","16570",1,false,NONE,Good,8 Good,"1750","950.0","1967",,"98005",47.6144,-122.167,"2570","11840","6995",0.851737246157416
"1245000438",4/13/2015,885000,"4",2.5,"2620","9157",2,false,NONE,Average,8 Good,"2620","0.0","1996",0,"98033",47.6916,-122.203,"2240","7405","5850",0.13554393069905
"1498300775",6/24/2014,355000,"2",2.25,"930","747",2,false,NONE,Average,8 Good,"630","300.0","2007",0,"98144",47.5844,-122.316,"940","6000","5103",1.10733070274057
"4051100230",8/20/2014,240000,"3",1,"1340","7000",1,false,NONE,Good,7 Average,"1340","0.0","1978",0,"98042",47.3742,-122.149,"1850","7904","6810",1.32638474799658
"121039038",8/19/2014,169000,"3",1.5,"1470","18459",2,false,NONE,Good,6 Low Average,"1470","0.0","1916",,"98023",47.3302,-122.36,"1750","16074","6692",0.748311224537714
"1523550220",3/28/2015,639900,"3",2.5,"2330","4160",2,false,NONE,Good,8 Good,"2330","0.0","1992",0,"98052",47.6367,-122.109,"2940","4500","5720",1.6441991161961
"1622059095",6/4/2014,292000,"3",1.75,"1730","11325",1,false,NONE,Very Good,7 Average,"1730","0.0","1972",0,"98031",47.3921,-122.182,"2030","17859","6854",0.0852989057524912
"7853220210",9/22/2014,563500,"4",2.5,"2780","7838",2,false,GOOD,Average,9 Better,"2780","0.0","2004",0,"98065",47.5312,-121.861,"3160","7848","7487",2.36459593043749
"8682291510",1/26/2015,389000,"2",2,"1200","7131",1,false,NONE,Average,8 Good,"1200",?,"2006",0,"98053",47.7199,-122.022,"1670","4601","7522",2.27869787371907
"7397300220",5/29/2014,2750000,"4",3.25,"4430","21000",2,false,NONE,Average,10 Very Good,"4430","0.0","1952",2007,"98039",47.6398,-122.237,"3930","20000","6126",1.46963081710345
"3764500230",8/21/2014,661000,"3",2,"1820","4418",2,false,NONE,Good,8 Good,"1820","0.0","1994",0,"98033",47.6947,-122.19,"1920","13402","5850",0.568523169140759
"8682260870",9/12/2014,344000,"2",2,"1300","4659",1,false,NONE,Average,8 Good,"1300","0.0","2005",,"98053",47.7132,-122.033,"1640","4780","7522",1.771230820778
"369000365",4/22/2015,510000,"1",1,"680","6600",1,false,NONE,Average,5 Fair,"480","200.0","1916",0,"98199",47.6567,-122.392,"1170","5500","6819",2.0753846406526
"9238901020",9/16/2014,289000,"2",1,"780","4132",1,false,NONE,Average,7 Average,"780","0.0","1942",0,"98136",47.5324,-122.387,"1100","5100","6214",1.01704012839066
"3343901641",8/27/2014,365000,"3",2.25,"2430","7614",1.5,false,NONE,Average,8 Good,"1900","530.0","1979",,"98056",47.5065,-122.191,"1720","11250","6827",0.347442058009711
"3024079057",7/30/2014,410000,"3",1.5,"1750","32500",1,false,NONE,Good,7 Average,"1750","0.0","1966",0,"98027",47.5316,-121.959,"1820","102801","7038",3.09256686807185
"7518507330",7/24/2014,535610,"3",1,"1610","5100",1.5,false,NONE,Very Good,7 Average,"1010","600.0","1901",0,"98117",47.6765,-122.386,"1270","5100","5141",1.46904771729652
"2968801510",11/13/2014,397950,"4",1.75,"2120","7620",2,false,NONE,Average,8 Good,"2120","0.0","1971",2002,"98166",47.457,-122.346,"1820","7620","6572",0.162815060988754
"2822100175",8/27/2014,284000,"3",1.75,"1430","4850",1,false,NONE,Average,7 Average,"930","500.0","1978",0,"98108",47.5472,-122.303,"1430","4850","6850",1.21529723976834
"3826000385",12/17/2014,201000,"4",1.5,"1360","8100",1.5,false,NONE,Average,7 Average,"1360","0.0","1962",0,"98168",47.4931,-122.305,"1300","8100","7481",1.11980096497457
"2301400540",12/15/2014,734000,"4",2.25,"2530","5000",1.5,false,NONE,Good,7 Average,"1690","840.0","1925",0,"98117",47.6806,-122.36,"1530","5000","7228",1.33409373022201
"2111010760",1/8/2015,357500,"5",3,"3270","9146",2,false,NONE,Average,7 Average,"3270","0.0","2002",0,"98092",47.3342,-122.169,"3200","6300","6327",0.898601173303826
"23500220",10/15/2014,550120,"5",2.5,"2620","8050",1,,NONE,Average,8 Good,"1520","1100.0","1975",0,"98052",47.6919,-122.115,"2030","7676","6336",0.224412494217401
"8001600150",3/10/2015,300000,"3",1.5,"1810","8232",1,false,NONE,Average,8 Good,"1810","0.0","1988",0,"98001",47.3195,-122.273,"2260","8491","5842",0.563967393340299
"9149000180",8/19/2014,374950,"3",2.5,"2120","9653",2,false,NONE,Average,8 Good,"2120","0.0","1992",,"98030",47.3843,-122.213,"1780","9801","6866",0.816199479010262
"7525420150",4/13/2015,602500,"4",1.75,"2190","41000",2,false,NONE,Average,8 Good,"2190","0.0","1980",0,"98075",47.5755,-122.033,"2590","35370","6275",0.397442822308689
"1003000175",12/22/2014,221000,"3",1,"980","7606",1,false,NONE,Average,7 Average,"980","0.0","1954",0,"98188",47.4356,-122.29,"980","8125","6124",0.452419460501666
"2902200874",4/10/2015,920000,"5",3,"2230","4400",2,false,NONE,Average,7 Average,"1730","500.0","1913",0,"98102",47.6404,-122.325,"1280","1800","5676",1.32395721927959
"7131300032",3/6/2015,235000,"4",2,"1540","9279",1,false,NONE,Average,7 Average,"1540","0.0","1955",0,"98118",47.5163,-122.268,"1540","5110","5893",2.19371839828068
"3581100330",8/4/2014,375000,"3",1,"980","7296",1,false,NONE,Average,7 Average,"980","0.0","1967",0,"98034",47.7292,-122.231,"1280","7296","5516",0.646579531223667
"3629970870",8/27/2014,599000,"4",2.5,"2120","3640",2,false,NONE,Average,8 Good,"2120","0.0","2005",0,"98029",47.5521,-121.996,"2190","3640","7038",0.856764793887513
"2561360210",6/3/2014,562100,"3",2.25,"2090","12112",2,false,NONE,Average,8 Good,"2090","0.0","1983",,"98052",47.7015,-122.13,"1760","12112","6336",0.814375609111373
"9828702245",3/16/2015,640000,"3",2.5,"1620","1377",2,false,NONE,Average,8 Good,"1100","520.0","2009",0,"98112",47.6195,-122.299,"1620","1251","7227",0.35576216996559
"8687800150",11/20/2014,294000,"3",2,"1650","11256",1,false,NONE,Good,7 Average,"1250","400.0","1957",0,"98168",47.4707,-122.26,"1860","11256","6459",0.761298009742422
"3825310760",12/29/2014,714000,"4",2.5,"3230","7766",2,false,NONE,Average,9 Better,"3230","0.0","2005",,"98052",47.7069,-122.131,"3740","8344","6336",1.1585818575681
"7284900385",5/21/2014,970000,"4",3.25,"2790","5420",1,false,GOOD,Average,9 Better,"1130","1660.0","1963",2013,"98177",47.7698,-122.386,"2530","7200","5894",1.07475330750912
"5702380770",4/28/2015,280000,"4",2.25,"1600","7916",2,false,NONE,Average,7 Average,"1600","0.0","1991",0,"98022",47.194,-121.981,"1540","7242","5515",1.3566859535879
"2095600150",11/12/2014,260000,"4",2.5,"1790","4358",2,false,NONE,Average,7 Average,"1790","0.0","1993",0,"98031",47.3994,-122.204,"1790","4305","6854",1.23276522969315
"4166600230",11/19/2014,294000,"3",1.5,"2060","15050",1.5,false,NONE,Good,7 Average,"2060","0.0","1938",0,"98023",47.3321,-122.373,"1900","15674","6692",1.21535738111361
"3521059042",7/28/2014,255500,"4",1,"1370","41194",1.5,false,AVERAGE,Very Good,5 Fair,"1370","0.0","1900",0,"98092",47.2716,-122.144,"1590","84070","6327",4.32476693638099
"3625059043",9/4/2014,3300000,"5",4.75,"6200","13873",2,true,EXCELLENT,Good,11 Excellent,"4440","1760.0","1989",,"98008",47.605,-122.112,"2940","13525","6594",0.757402665857516
"1926069054",5/8/2014,450000,"3",2,"1510","43560",1,false,NONE,Average,7 Average,"1510","0.0","1954",0,"98077",47.7218,-122.079,"2060","67756","6336",2.80731872433769
"9238450150",5/12/2014,368000,"3",1,"1280","9898",1,false,NONE,Average,7 Average,"1280","0.0","1968",0,"98072",47.7677,-122.163,"1290","9625","6977",1.89480028423768
"8146200150",11/10/2014,830000,"4",2.25,"2180","11056",1,false,NONE,Average,8 Good,"1370","810.0","1963",0,"98004",47.6042,-122.193,"2090","8747","6126",1.83869238212679
"3841600220",7/15/2014,282500,"2",1.75,"1440","11210",1,false,NONE,Good,6 Low Average,"1130","310.0","1935",0,"98146",47.498,-122.35,"1250","9381","6047",0.332301392647286
"943100683",5/2/2014,335000,"3",2.25,"1580","16215",1,false,NONE,Good,7 Average,"1580","0.0","1978",0,"98024",47.5643,-121.897,"1450","16215","6116",0.525539390566373
"952001765",7/7/2014,558000,"2",2,"1580","5750",1,false,NONE,Very Good,6 Low Average,"790","790.0","1910",0,"98116",47.5668,-122.384,"1580","5750","6772",0.517288755860325
"3744600704",2/24/2015,270000,"4",1.5,"1730","8505",1.5,false,NONE,Good,7 Average,"1730","0.0","1961",0,"98146",47.4905,-122.347,"1510","8505","6047",0.805449560292785
"1822059057",7/25/2014,152000,"2",1,"700","13500",1,false,NONE,Average,4 Low,"700","0.0","1920",,"98031",47.3882,-122.208,"1600","10124","6866",1.06292244023913
"2126059219",6/17/2014,493000,"4",1.75,"2030","18295",1.5,,NONE,Good,7 Average,"2030","0.0","1975",0,"98034",47.7326,-122.179,"1970","7307","6977",0.698246407470309
"4139400910",8/15/2014,740000,"4",2.5,"2500","10330",2,false,NONE,Average,10 Very Good,"2500","0.0","1992",0,"98006",47.5595,-122.114,"2710","8375","6594",2.79121456520788
"9808630210",3/13/2015,789800,"3",2.5,"2605","2216",2,false,AVERAGE,Average,9 Better,"2090","515.0","1979",0,"98033",47.6536,-122.203,"2605","2300","5336",0.419250090822981
"2920700220",5/8/2015,275000,"2",1,"910","4191",1,false,NONE,Average,6 Low Average,"910","0.0","1910",0,"98117",47.6929,-122.36,"1480","6050","5141",0.88237573691235
"1338800365",5/7/2014,1500000,"6",2.5,"3560","6480",2.5,false,NONE,Good,11 Excellent,"3560","0.0","1914",0,"98112",47.627,-122.304,"2780","6480","7227",0.32589290519149
"1175001135",9/29/2014,424000,"3",1.75,"1140","3395",1,false,NONE,Very Good,7 Average,"620","520.0","1925",0,"98107",47.6712,-122.393,"1480","3500","5141",1.91974201889029
"3867400180",3/27/2015,715000,"2",1,"1000","3513",1,false,EXCELLENT,Good,5 Fair,"1000","0.0","1914",0,"98116",47.5935,-122.39,"1930","4920","6772",1.41418387087084
"7954300220",7/30/2014,600000,"4",2.5,"3010","7953",2,false,NONE,Average,9 Better,"3010","0.0","2000",,"98056",47.522,-122.19,"2670","6202","6827",1.16536644000231
"7784400035",8/13/2014,802000,"2",1.75,"2110","8700",1,false,EXCELLENT,Good,9 Better,"1760","350.0","1960",0,"98146",47.4912,-122.365,"2120","9500","6047",1.15302491341612
"4435600330",7/26/2014,165000,"3",1,"910","8700",1,false,NONE,Good,6 Low Average,"910","0.0","1943",,"98188",47.449,-122.29,"1090","8700","6124",1.05157522259029
"5016001285",6/9/2014,750000,"4",3.25,"2050","5000",2,false,NONE,Good,8 Good,"1370","680.0","1987",0,"98112",47.6235,-122.298,"1720","5000","7227",0.35095794208444
"6817800330",8/12/2014,405000,"2",1,"1090","10481",1,false,NONE,Fair,7 Average,"780","310.0","1981",0,"98074",47.632,-122.03,"1160","10533","5768",1.09346819499046
"8680500220",12/3/2014,521900,"3",2.5,"2100","12338",2,false,NONE,Average,9 Better,"2100","0.0","1997",0,"98072",47.7412,-122.168,"2320","6257","6977",0.555344401754583
"3211600650",7/22/2014,275000,"3",1,"1000","8018",1,,NONE,Average,7 Average,"1000","0.0","1969",0,"98034",47.7285,-122.198,"1270","8000","6977",1.29943612478935
"4008400035",10/15/2014,600000,"5",3.25,"4410","58157",2,false,NONE,Good,9 Better,"2330","2080.0","2001",0,"98058",47.4395,-122.111,"2460","42565","6981",0.249130623058574
"2473002060",5/19/2014,442500,"3",1.75,"1800","10200",1,false,NONE,Average,8 Good,"1800","0.0","1967",0,"98058",47.4496,-122.146,"2140","10128","6845",1.77632319912119
"4059400515",9/9/2014,229950,"2",1,"920","7716",1,false,NONE,Average,6 Low Average,"920","0.0","1944",0,"98178",47.5028,-122.243,"1410","7128","6219",0.884611915618096
"2916610150",1/20/2015,274950,"3",2,"1410","7265",1,false,NONE,Good,7 Average,"1410","0.0","1983",0,"98042",47.3654,-122.076,"1390","8060","6063",0.46081678090161
"8887001215",11/7/2014,407185,"3",1.75,"1860","48076",1.5,false,NONE,Good,8 Good,"1860","0.0","1929",0,"98070",47.5051,-122.461,"1410","23066","6831",5.31704782849652
"3876313040",7/9/2014,468000,"4",2.5,"2100","8400",1,false,NONE,Good,7 Average,"1240","860.0","1976",0,"98072",47.735,-122.17,"1980","8610","5815",0.560358076294717
"6021501320",9/30/2014,450000,"2",1,"1030","4365",1,,NONE,Average,7 Average,"1030","0.0","1942",,"98117",47.6875,-122.387,"1420","4268","5141",0.784540671482547
"2372800145",10/23/2014,219950,"2",1,"940","8997",1,false,NONE,Very Good,7 Average,"940","0.0","1955",0,"98022",47.2005,-121.999,"1110","9126","5515",1.01699294503421
"7120000210",1/22/2015,275000,"2",2.5,"1340","5995",2,false,NONE,Average,7 Average,"1340","0.0","1989",0,"98028",47.7366,-122.233,"1540","6616","5516",1.1532122319499
"1180003175",4/10/2015,229950,"2",1,"850","6000",1,false,NONE,Average,6 Low Average,"850","0.0","1924",0,"98178",47.4972,-122.224,"1100","6000","6219",0.487395416113301
"2902200915",11/25/2014,675000,"3",1.75,"2130","4400",1,false,NONE,Average,7 Average,"1430","700.0","1922",0,"98102",47.6417,-122.325,"1710","3300","5676",1.24475781240809
"2473530150",3/23/2015,412950,"4",2.5,"2430","6796",2,false,NONE,Average,8 Good,"2430","0.0","1993",0,"98058",47.4499,-122.127,"2450","8400","6981",1.09904753409334
"2366400150",4/29/2015,670000,"5",2.25,"2290","39000",2,false,NONE,Average,8 Good,"2290","0.0","1979",0,"98052",47.7012,-122.12,"2750","39900","6336",0.64066709045414
"4040800360",9/23/2014,420000,"3",1.75,"1230","10005",1,false,NONE,Good,7 Average,"1230","0.0","1963",,"98008",47.621,-122.114,"1530","8560","6594",1.60700905099912
"1269200150",1/13/2015,358000,"3",1.5,"1150","27319",1,false,NONE,Good,6 Low Average,"1150","0.0","1976",0,"98070",47.3933,-122.454,"1700","30691","6831",2.41528700164262
"9510970530",4/24/2015,680000,"3",2.5,"2120","3600",2,false,NONE,Average,9 Better,"2120","0.0","2005",0,"98052",47.6649,-122.082,"2540","4592","5531",1.01130123905936
"3856904825",11/4/2014,380000,"2",1,"980","3400",1,false,NONE,Average,7 Average,"980","0.0","1923",0,"98105",47.6688,-122.323,"1200","3420","5676",1.05051326792609
"326069101",12/5/2014,515000,"3",2.5,"2130","219978",2,false,NONE,Average,8 Good,"2130","0.0","1986",0,"98077",47.7754,-122.032,"3340","217800","6595",1.10923388790429
"254000175",8/19/2014,325000,"2",1,"1050","4800",1,false,NONE,Good,7 Average,"1050","0.0","1969",0,"98146",47.5128,-122.388,"1230","4800","6214",1.64500034792012
"8086000201",12/4/2014,875000,"3",2.5,"1820","6848",1,,NONE,Good,7 Average,"1820","0.0","1953",0,"98004",47.6287,-122.207,"2080","11700","6126",0.191074428633253
"9284800085",4/20/2015,426000,"3",2.5,"2210","5750",2,false,NONE,Average,7 Average,"1710","500.0","1914",2000,"98106",47.5525,-122.366,"1350","5750","6214",1.48461379741686
"2287000330",9/15/2014,868500,"5",2.5,"2490","9639",1,false,NONE,Good,8 Good,"1610","880.0","1959",0,"98040",47.551,-122.22,"2290","9958","5774",1.02276459854673
"2025760210",6/11/2014,657500,"4",2.75,"4140","24190",2,,NONE,Average,11 Excellent,"4140","0.0","2002",0,"98092",47.3062,-122.15,"3950","24190","6327",2.22120079656055
"3330500085",9/18/2014,366000,"2",1,"1210","3090",1,false,NONE,Average,6 Low Average,"860","350.0","1926",0,"98118",47.5532,-122.277,"1210","3348","5893",0.529392099975273
"1231001225",9/16/2014,385000,"2",1,"1010","4000",1,false,NONE,Average,6 Low Average,"1010",?,"1911",0,"98118",47.5536,-122.267,"1040","4000","5893",0.87499228672459
"984000650",9/8/2014,300000,"4",2,"2050","8750",1,false,NONE,Average,7 Average,"1300","750.0","1967",,"98058",47.4324,-122.171,"2050","8750","6845",0.1087513219864
"1962200145",3/20/2015,810000,"3",1.75,"2060","3300",2,false,NONE,Good,9 Better,"1500","560.0","1918",0,"98102",47.6498,-122.32,"1830","3712","5676",0.991097045758719
"4074300150",4/17/2015,460000,"4",1.75,"1560","7200",1,false,NONE,Average,6 Low Average,"860","700.0","1943",0,"98115",47.7001,-122.279,"1420","7200","7170",0.9370221793526
"8665050220",10/21/2014,459000,"3",2.5,"1780","4000",2,false,NONE,Good,8 Good,"1780",?,"1995",0,"98029",47.5677,-122.003,"1730","4000","7038",0.669561130857058
"2212700180",3/19/2015,260000,"3",1.75,"1460","10000",1,false,NONE,Good,8 Good,"1460","0.0","1967",0,"98092",47.342,-122.195,"1930","14175","6327",1.09780879513494
"8077200360",11/12/2014,557865,"4",2.5,"3030","6813",2,false,NONE,Average,9 Better,"3030","0.0","1987",,"98074",47.6296,-122.029,"2310","8682","5768",0.929696423446163
"8850000180",4/20/2015,295000,"4",1,"980","3000",1.5,false,NONE,Good,7 Average,"980","0.0","1914",0,"98144",47.5892,-122.312,"1525","3000","5103",0.72684254255441
"1643500072",9/5/2014,375000,"4",2.25,"1450","7245",1,,NONE,Very Good,7 Average,"1450","0.0","1950",1983,"98133",47.7643,-122.343,"1660","7800","5894",1.00089910051664
"6065300330",6/20/2014,2110000,"3",2.25,"3230","17833",2,false,NONE,Good,9 Better,"3230","0.0","1973",0,"98006",47.5683,-122.188,"3690","17162","7592",1.27719512726798
"6149700191",8/19/2014,307300,"2",2,"1520","1020",3,false,NONE,Average,7 Average,"1520","0.0","1999",0,"98133",47.7292,-122.343,"1500","1245","7228",2.36242007803513
"1555200180",8/27/2014,225000,"4",1,"1410","7000",1.5,false,NONE,Average,7 Average,"1410","0.0","1963",0,"98032",47.3767,-122.287,"1540","7000","6608",1.00302740829502
"9407100720",11/7/2014,290000,"3",1.75,"1390","13200",2,false,NONE,Average,7 Average,"1390","0.0","1979",0,"98045",47.4429,-121.771,"1430","10725","6626",3.38151410846602
"5700000515",11/20/2014,690000,"4",2,"2230","5000",1.5,false,NONE,Good,7 Average,"1510","720.0","1922",0,"98144",47.5772,-122.292,"2140","5000","6850",1.28361214103137
"5451200530",7/5/2014,825000,"4",2.25,"2110","12653",2,false,NONE,Good,8 Good,"2110","0.0","1972",0,"98040",47.536,-122.225,"2350","10980","5774",0.176690115852165
"868000530",7/2/2014,645000,"3",1.75,"2270","11472",1,false,NONE,Good,7 Average,"1370","900.0","1956",0,"98177",47.7057,-122.374,"2270","8340","5141",0.624762082737573
"1777600210",2/17/2015,590000,"4",2.25,"2530","10611",1,false,NONE,Very Good,8 Good,"1320","1210.0","1977",0,"98006",47.5698,-122.132,"2530","10125","6628",1.26485427551722
"7174800760",7/25/2014,667000,"5",2,"1900","5470",1,false,NONE,Average,7 Average,"1180","720.0","1930",1965,"98105",47.6666,-122.303,"1300","3250","6260",1.15290225381368
"8635750330",9/25/2014,664000,"4",2.5,"2390","8432",2,false,NONE,Average,9 Better,"2390","0.0","1998",0,"98074",47.6027,-122.024,"2710","7417","5338",0.818083750400241
"4058800925",4/28/2015,452100,"4",2.5,"3160","6540",1,false,GOOD,Average,8 Good,"1580","1580.0","1959",0,"98178",47.5037,-122.24,"1990","7090","6219",0.864212454323391
"272000620",12/2/2014,290000,"2",1,"900","2728",2,,NONE,Average,7 Average,"900","0.0","1998",0,"98144",47.5877,-122.298,"900","2728","5103",0.771990549491671
"7779200355",4/22/2015,950000,"3",3,"3610","17483",2,false,AVERAGE,Good,8 Good,"3610","0.0","1954",,"98146",47.4852,-122.357,"2230","12600","6047",1.2716501070672
"510000641",1/30/2015,662500,"3",2,"2070","4200",1.5,false,NONE,Good,7 Average,"1670","400.0","1906",0,"98103",47.6624,-122.333,"1490","4560","5676",0.413556603350474
"8835200230",7/2/2014,475000,"4",2.5,"1850","5444",2,false,NONE,Very Good,7 Average,"1850","0.0","1981",0,"98034",47.7227,-122.16,"1540","5000","5815",0.418384929699907
"8718500555",9/15/2014,450000,"3",1.5,"1440","9711",1,false,NONE,Average,7 Average,"1140","300.0","1956",0,"98028",47.7394,-122.252,"1590","9711","5516",1.62014371485516
"1722049154",7/7/2014,538250,"3",2.25,"2590","15229",2,false,GOOD,Average,8 Good,"2590","0.0","1984",0,"98198",47.3948,-122.325,"2590","15229","7040",1.05400593908271
